,time_stamp,text,HASHTAG,count_hashtag
7288,2018-03-14,@MENTION 국제신문 20180308김어준 #미투 공작설 예언 재조명 @LINK …< 김어준의 견해에 동참합니다#metoo @MENTION @MENTION집단적 불법행위 소지 있습니다,['미투'],1
7289,2018-03-14,#NationalWalkoutDay #DemocratDomesticTerrorists funding children demonstrations #Antifa #BLM #PlannedParenthood #MeToo #FalseFlags #AustinBombings #BostonBombing #SandyHook #UraniumOne #EMailGate #Propaganda #Racism #Benghazi #FastAndFurious @MENTION @MENTION #MAGA  !,"['NATIONALWALKOUTDAY', 'DEMOCRATDOMESTICTERRORISTS', 'ANTIFA', 'BLM', 'PLANNEDPARENTHOOD', 'FALSEFLAGS', 'AUSTINBOMBINGS', 'BOSTONBOMBING', 'SANDYHOOK', 'URANIUMONE', 'EMAILGATE', 'PROPAGANDA', 'RACISM', 'BENGHAZI', 'FASTANDFURIOUS', 'MAGA']",16
7290,2018-03-14,#MeToo  とか #まっとうな政治 とかパヨクに人気のタグがブーメラン（笑）枝野氏の判断は？　立民・青山氏セクハラ問題、辞職要求の女性議員が党本部へ  @LINK … @MENTIONから,['まっとうな政治'],1
7291,2018-03-14,"@MENTION RT @MENTION 금태섭 ""김어준 발언 이해불가, '각하가 사라진다'라니"" #금태섭 #김어준 #조기숙 #METOO 김성욱 기자  @LINK  각하를 불러낸 사람은 김어준이다. 그래서 더 절실한 거다. 너따위가 그걸 알겠냐마는...","['금태섭', '김어준', '조기숙']",3
7292,2018-03-14,[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo안희정에 발목 잡히고 불륜설에 흔들..박수현 자진사퇴  @LINK …,['METOO안희정에'],1
7293,2018-03-14,If we didnt have non whites we wouldn't need gun control  #Enough #EnoughIsEnough #MeToo #GunControl #GunControlNow #StandUpForEurope,"['ENOUGH', 'ENOUGHISENOUGH', 'GUNCONTROL', 'GUNCONTROLNOW', 'STANDUPFOREUROPE']",5
7294,2018-03-14,Attending interesting lecture on #metoo and sexual harassment by lawyer Paula Lejonkula…  @LINK ,[],0
7295,2018-03-14,"Wow, WTF Katy Perry? That's just wrong. Next time a man harasses a woman or kisses a woman against her will, they will say ""Y'all were okay with Katy Perry doing it, why can't men do it?"" Undermining every woman and the #MeToo movement.",[],0
7296,2018-03-14,"this z how #islamic countries treat women on name of religion, n then they cry for human right violation, wtf is this?they can't roam free, theycan 't drive, they can't dance, theycan't act, they can't sing, wat is worng with thse pigs who restrict womenwhre is #MeToo Champs?  @LINK …",['ISLAMIC'],1
7297,2018-03-14,これ言えてる。まぁ一部には頭おかしいやつはおるやろうけど…うちが行ってたアイドルのライブではファンの人普通に自制心あったし触りたいとかじゃなく応援したいって気持ちが出てたし自分も前で見たいだろうに女の子とか小柄な人に見えるように優先してくれたりする人多かったなぁ#MeToo #いい話 @LINK …,['いい話'],1
7298,2018-03-14,"@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION #metoo #maga if you like war- t- u-be -(a-)d- 0f- t- (h-) rue- w/e- d-  you like lust, and it isn't love, and you stand your fictional narrative of laying down a ""life"" that didn't care so very much (ass) t (b) e'ye (a) t (r) 0ut (b) rig ht .  you are not doing re all a w/0'r (k) pic.twitter.com/xXuDxRixFt",['MAGA'],1
7299,2018-03-14,"Po akcji #metoo pojawiło się wiele pytań o spójność polskiego feminizmu. Różnice pokoleniowe i ideowe okazały się znaczące. Dziś zastanowimy się czym jest i skąd wziął się polski feminizm. Rozmawiać będą: Sławomira Walczewska, Małgorzata Tkacz-Janik, Lana Dadu oraz Iza Palińska.  pic.twitter.com/sVHmeFLklt",[],0
