,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
5759,2018-03-18,Terry you opinionated fool. Reasonable comments make the righteous light torches. #terrygilliamHollywood condemns Terry Gilliam for #MeToo comments  @LINK …,"['Terry you opinionated fool.', 'Reasonable comments make the righteous light torches.', '#terrygilliamHollywood condemns Terry Gilliam for #MeToo comments  @LINK\xa0…']",3,7,"['Terry', 'you', 'opinionated', 'fool', 'Reasonable', 'comments', 'make', 'the', 'righteous', 'light', 'torches', 'terrygilliamHollywood', 'condemns', 'Terry', 'Gilliam', 'for', 'MeToo', 'comments', '@LINK']",19
5760,2018-03-18,"@MENTION @MENTION Ja,genau. Lassen Sie uns lieber weiter in den Allerwertesten von Extremisten kriechen, indem wir Saudi-Arabien z.B. noch mehr Waffen verscheuern. Sie wissen doch gar nicht,was Sie da erzählen, Mensch.Kümmern Sie sich lieber weiter um ihren Fake-Feminismus. #metoo","['@MENTION @MENTION Ja,genau.', 'Lassen Sie uns lieber weiter in den Allerwertesten von Extremisten kriechen, indem wir Saudi-Arabien z.B.', 'noch mehr Waffen verscheuern.', 'Sie wissen doch gar nicht,was Sie da erzählen, Mensch.Kümmern Sie sich lieber weiter um ihren Fake-Feminismus.', '#metoo']",5,9,"['@MENTION', '@MENTION', 'Ja', 'genau', 'Lassen', 'Sie', 'uns', 'lieber', 'weiter', 'in', 'den', 'Allerwertesten', 'von', 'Extremisten', 'kriechen', 'indem', 'wir', 'Saudi', 'Arabien', 'z', 'B', 'noch', 'mehr', 'Waffen', 'verscheuern', 'Sie', 'wissen', 'doch', 'gar', 'nicht', 'was', 'Sie', 'da', 'erzählen', 'Mensch', 'Kümmern', 'Sie', 'sich', 'lieber', 'weiter', 'um', 'ihren', 'Fake', 'Feminismus', 'metoo']",45
5761,2018-03-18,@MENTION #MeToo,['@MENTION #MeToo'],1,2,"['@MENTION', 'MeToo']",2
5762,2018-03-18,"@MENTION @MENTION @MENTION No la cagó, fue deliberado pa jalar agua al molino de vigencia y obra de teatro. El pretexto es dolor por #Mexico y defender al desafinado #charolastra con rimas pa mostrar su ""ingenio"". Pronto convocarán a #MeToo de telenoveleros sobrevorados en decadencia.","['@MENTION @MENTION @MENTION No la cagó, fue deliberado pa jalar agua al molino de vigencia y obra de teatro.', 'El pretexto es dolor por #Mexico y defender al desafinado #charolastra con rimas pa mostrar su ""ingenio"".', 'Pronto convocarán a #MeToo de telenoveleros sobrevorados en decadencia.']",3,15,"['@MENTION', '@MENTION', '@MENTION', 'No', 'la', 'cagó', 'fue', 'deliberado', 'pa', 'jalar', 'agua', 'al', 'molino', 'de', 'vigencia', 'y', 'obra', 'de', 'teatro', 'El', 'pretexto', 'es', 'dolor', 'por', 'Mexico', 'y', 'defender', 'al', 'desafinado', 'charolastra', 'con', 'rimas', 'pa', 'mostrar', 'su', 'ingenio', 'Pronto', 'convocarán', 'a', 'MeToo', 'de', 'telenoveleros', 'sobrevorados', 'en', 'decadencia']",45
5763,2018-03-18,Louder w/Crowder REAL CONVERSATIONS:”Male Privilege Is A Myth”(2nd Edition)(These two young women at the start are possibly Retarded ?) #MGTOW #Sunday. #MeToo #Leadership #SundayMorning #feminism #Millennials#WomensDay #TimesUp #mgtow @LINK  via @MENTION,"['Louder w/Crowder REAL CONVERSATIONS:”Male Privilege Is A Myth”(2nd Edition)(These two young women at the start are possibly Retarded ?)', '#MGTOW #Sunday.', '#MeToo #Leadership #SundayMorning #feminism #Millennials#WomensDay #TimesUp #mgtow @LINK\xa0 via @MENTION']",3,12,"['Louder', 'w', 'Crowder', 'REAL', 'CONVERSATIONS', 'Male', 'Privilege', 'Is', 'A', 'Myth', '2nd', 'Edition', 'These', 'two', 'young', 'women', 'at', 'the', 'start', 'are', 'possibly', 'Retarded', 'MGTOW', 'Sunday', 'MeToo', 'Leadership', 'SundayMorning', 'feminism', 'Millennials', 'WomensDay', 'TimesUp', 'mgtow', '@LINK', 'via', '@MENTION']",35
5764,2018-03-18,The latest Girl Geek Dinners News!  @LINK … #leanin #metoo,"['The latest Girl Geek Dinners News!', '@LINK\xa0… #leanin #metoo']",2,5,"['The', 'latest', 'Girl', 'Geek', 'Dinners', 'News', '@LINK', 'leanin', 'metoo']",9
5765,2018-03-18,"#Metoo #MetooBiH kao novinar sam doživjela da mi urednik jedne ""čuvene"" TV kojoj sam ponudila da radimo emisiju o vijestima iz nauke kaže ""ti si mala plava mjau mjau, šta ti imaš raditi, bolje nađi nekog udaj se bogato""","['#Metoo #MetooBiH kao novinar sam doživjela da mi urednik jedne ""čuvene"" TV kojoj sam ponudila da radimo emisiju o vijestima iz nauke kaže ""ti si mala plava mjau mjau, šta ti imaš raditi, bolje nađi nekog udaj se bogato""']",1,39,"['Metoo', 'MetooBiH', 'kao', 'novinar', 'sam', 'doživjela', 'da', 'mi', 'urednik', 'jedne', 'čuvene', 'TV', 'kojoj', 'sam', 'ponudila', 'da', 'radimo', 'emisiju', 'o', 'vijestima', 'iz', 'nauke', 'kaže', 'ti', 'si', 'mala', 'plava', 'mjau', 'mjau', 'šta', 'ti', 'imaš', 'raditi', 'bolje', 'nađi', 'nekog', 'udaj', 'se', 'bogato']",39
5766,2018-03-18,SC Mueller going after Trump-Mercer-Russians through Deutsche Bank.#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,['SC Mueller going after Trump-Mercer-Russians through Deutsche Bank.#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK\xa0…'],1,19,"['SC', 'Mueller', 'going', 'after', 'Trump', 'Mercer', 'Russians', 'through', 'Deutsche', 'Bank', 'TrumpRussia', 'TrumpColluded', 'NeverAgain', 'Charlottesville', 'BlackLivesMatter', 'WomensMarch', 'MeToo', 'TheResistance', '@LINK']",19
5767,2018-03-18,The latest The Rabeeya S. Siddiqui Daily!  @LINK … #metoo #skyf1,"['The latest The Rabeeya S. Siddiqui Daily!', '@LINK\xa0… #metoo #skyf1']",2,5,"['The', 'latest', 'The', 'Rabeeya', 'S', 'Siddiqui', 'Daily', '@LINK', 'metoo', 'skyf1']",10
5768,2018-03-18,#JusticeForAsifa #MeToo #JammuAndKashmir @LINK …,['#JusticeForAsifa #MeToo #JammuAndKashmir @LINK\xa0…'],1,4,"['JusticeForAsifa', 'MeToo', 'JammuAndKashmir', '@LINK']",4
5769,2018-03-18,3)_#Propagandesans fard d'#ArteJunior. #Féminisme : Illustré par une élève #voilée ds école de Madrid contre une chanteuse peu vêtue et asséner cette conclusion : « caricature qui peut donner aux garçons l'idée d'agresser ls filles »Pour info aux #BalanceTonPorc et #Metoo,"[""3)_#Propagandesans fard d'#ArteJunior."", ""#Féminisme : Illustré par une élève #voilée ds école de Madrid contre une chanteuse peu vêtue et asséner cette conclusion : « caricature qui peut donner aux garçons l'idée d'agresser ls filles »Pour info aux #BalanceTonPorc et #Metoo""]",2,22,"['3', '_', 'Propagandesans', 'fard', 'd', 'ArteJunior', 'Féminisme', 'Illustré', 'par', 'une', 'élève', 'voilée', 'ds', 'école', 'de', 'Madrid', 'contre', 'une', 'chanteuse', 'peu', 'vêtue', 'et', 'asséner', 'cette', 'conclusion', 'caricature', 'qui', 'peut', 'donner', 'aux', 'garçons', 'l', 'idée', 'd', 'agresser', 'ls', 'filles', 'Pour', 'info', 'aux', 'BalanceTonPorc', 'et', 'Metoo']",43
5770,2018-03-18,Ellen Barkin says ‘never get into an elevator alone with Terry Gilliam’ after his controversial #MeToo remarks  @LINK  pic.twitter.com/WEiQkx4Ro5,['Ellen Barkin says ‘never get into an elevator alone with Terry Gilliam’ after his controversial #MeToo remarks  @LINK\xa0 pic.twitter.com/WEiQkx4Ro5'],1,22,"['Ellen', 'Barkin', 'says', 'never', 'get', 'into', 'an', 'elevator', 'alone', 'with', 'Terry', 'Gilliam', 'after', 'his', 'controversial', 'MeToo', 'remarks', '@LINK', 'pic', 'twitter', 'com', 'WEiQkx4Ro5']",22
5771,2018-03-18,"#MeToo massaliike, joka ajoi miehet ja naiset omiin poteroihinsa? #tasaarvo #Ruotsi #noitavaino #vastakkainasettelu @LINK ","['#MeToo massaliike, joka ajoi miehet ja naiset omiin poteroihinsa?', '#tasaarvo #Ruotsi #noitavaino #vastakkainasettelu @LINK']",2,7,"['MeToo', 'massaliike', 'joka', 'ajoi', 'miehet', 'ja', 'naiset', 'omiin', 'poteroihinsa', 'tasaarvo', 'Ruotsi', 'noitavaino', 'vastakkainasettelu', '@LINK']",14
5772,2018-03-18,IRS $7 bil claim least of Mercer's worries--#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,"[""IRS $7 bil claim least of Mercer's worries--#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK\xa0…""]",1,18,"['IRS', '7', 'bil', 'claim', 'least', 'of', 'Mercer', 's', 'worries', 'TrumpRussia', 'TrumpColluded', 'NeverAgain', 'Charlottesville', 'BlackLivesMatter', 'WomensMarch', 'MeToo', 'TheResistance', '@LINK']",18
5773,2018-03-18,[RT 부탁드립니다] 한양여대 에브리타임에 올라온 미투입니다. 널리널리 퍼뜨려 주세요..!#한양대#한양여대#미투 #미투운동#MeToo#WithYou pic.twitter.com/2WFpQa0cjs,"['[RT 부탁드립니다] 한양여대 에브리타임에 올라온 미투입니다.', '널리널리 퍼뜨려 주세요..!#한양대#한양여대#미투 #미투운동#MeToo#WithYou pic.twitter.com/2WFpQa0cjs']",2,10,"['RT', '부탁드립니다', '한양여대', '에브리타임에', '올라온', '미투입니다', '널리널리', '퍼뜨려', '주세요', '한양대', '한양여대', '미투', '미투운동', 'MeToo', 'WithYou', 'pic', 'twitter', 'com', '2WFpQa0cjs']",19
5774,2018-03-18,"@MENTION @MENTION I think #metoo made a lot of dudes have to reckon with themselves, eh? My ex was like ""Im a good guy"" when he was like an abuser. Honestly, saying you are a good guy doesnt actually make you one?","['@MENTION @MENTION I think #metoo made a lot of dudes have to reckon with themselves, eh?', 'My ex was like ""Im a good guy"" when he was like an abuser.', 'Honestly, saying you are a good guy doesnt actually make you one?']",3,14,"['@MENTION', '@MENTION', 'I', 'think', 'metoo', 'made', 'a', 'lot', 'of', 'dudes', 'have', 'to', 'reckon', 'with', 'themselves', 'eh', 'My', 'ex', 'was', 'like', 'Im', 'a', 'good', 'guy', 'when', 'he', 'was', 'like', 'an', 'abuser', 'Honestly', 'saying', 'you', 'are', 'a', 'good', 'guy', 'doesnt', 'actually', 'make', 'you', 'one']",42
5775,2018-03-18,@MENTION Stormy Daniels? YES!!! #MeToo ,"['@MENTION Stormy Daniels?', 'YES!!!', '#MeToo']",3,2,"['@MENTION', 'Stormy', 'Daniels', 'YES', 'MeToo']",5
5776,2018-03-18,Steven Soderbergh’s “Unsane” updates the pulpy thriller for the #MeToo era  @LINK  pic.twitter.com/KnQzc5Na99,['Steven Soderbergh’s “Unsane” updates the pulpy thriller for the #MeToo era  @LINK\xa0 pic.twitter.com/KnQzc5Na99'],1,17,"['Steven', 'Soderbergh', 's', 'Unsane', 'updates', 'the', 'pulpy', 'thriller', 'for', 'the', 'MeToo', 'era', '@LINK', 'pic', 'twitter', 'com', 'KnQzc5Na99']",17
5777,2018-03-18,"@MENTION « Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo », accuse Joanna Williams  @LINK … via @MENTION","['@MENTION «\xa0Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo\xa0», accuse Joanna Williams  @LINK\xa0… via @MENTION']",1,23,"['@MENTION', 'Le', 'silence', 'sur', 'l', 'exploitation', 'sexuelle', 'à', 'Telford', 'révèle', 'l', 'hypocrisie', 'au', 'cœur', 'du', 'mouvement', 'MeToo', 'accuse', 'Joanna', 'Williams', '@LINK', 'via', '@MENTION']",23
5778,2018-03-18,"@MENTION Instead of saying that the #MeToo movement has become 'simplistic and silly' perhaps he can tell us how we can make the movement better, more efficient, more streamline so that we can change attitudes without damaging egos!  #JustSaying","[""@MENTION Instead of saying that the #MeToo movement has become 'simplistic and silly' perhaps he can tell us how we can make the movement better, more efficient, more streamline so that we can change attitudes without damaging egos!"", '#JustSaying']",2,20,"['@MENTION', 'Instead', 'of', 'saying', 'that', 'the', 'MeToo', 'movement', 'has', 'become', 'simplistic', 'and', 'silly', 'perhaps', 'he', 'can', 'tell', 'us', 'how', 'we', 'can', 'make', 'the', 'movement', 'better', 'more', 'efficient', 'more', 'streamline', 'so', 'that', 'we', 'can', 'change', 'attitudes', 'without', 'damaging', 'egos', 'JustSaying']",39
5779,2018-03-18,#Marbella y sus #zapatos...  @LINK … #metoo #abshot,['#Marbella y sus #zapatos...  @LINK\xa0… #metoo #abshot'],1,7,"['Marbella', 'y', 'sus', 'zapatos', '@LINK', 'metoo', 'abshot']",7
5780,2018-03-18,"@MENTION « Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo », accuse Joanna Williams  @LINK … via @MENTION","['@MENTION «\xa0Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo\xa0», accuse Joanna Williams  @LINK\xa0… via @MENTION']",1,23,"['@MENTION', 'Le', 'silence', 'sur', 'l', 'exploitation', 'sexuelle', 'à', 'Telford', 'révèle', 'l', 'hypocrisie', 'au', 'cœur', 'du', 'mouvement', 'MeToo', 'accuse', 'Joanna', 'Williams', '@LINK', 'via', '@MENTION']",23
5781,2018-03-18,"Lena Anderson: ""Jos sinut raiskattiin 10 vuotta sitten etkä tajunnut sitä tekohetkellä, sinua ei raiskattu"". Fiksu nainen. Feminismiä ei saa käyttää koston välineenä. #metoo #feminismi #kosto #raiskaus @LINK …","['Lena Anderson: ""Jos sinut raiskattiin 10 vuotta sitten etkä tajunnut sitä tekohetkellä, sinua ei raiskattu"".', 'Fiksu nainen.', 'Feminismiä ei saa käyttää koston välineenä.', '#metoo #feminismi #kosto #raiskaus @LINK\xa0…']",4,7,"['Lena', 'Anderson', 'Jos', 'sinut', 'raiskattiin', '10', 'vuotta', 'sitten', 'etkä', 'tajunnut', 'sitä', 'tekohetkellä', 'sinua', 'ei', 'raiskattu', 'Fiksu', 'nainen', 'Feminismiä', 'ei', 'saa', 'käyttää', 'koston', 'välineenä', 'metoo', 'feminismi', 'kosto', 'raiskaus', '@LINK']",28
5782,2018-03-18,@MENTION @MENTION Uønsket omsorg er et overgrep.#metoo,['@MENTION @MENTION Uønsket omsorg er et overgrep.#metoo'],1,8,"['@MENTION', '@MENTION', 'Uønsket', 'omsorg', 'er', 'et', 'overgrep', 'metoo']",8
5783,2018-03-18,"@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION Ne znam da li se situacija može preslikati, ali ovdje u Švedskoj su najjači odjek imale #metoo akcije po profesijama: pretpostavljam zato što je teže bagatelizirati pojedinačne slučajeve ako se pokaže da je mobbing široko rasprostranjen u cijeloj branši...","['@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION Ne znam da li se situacija može preslikati, ali ovdje u Švedskoj su najjači odjek imale #metoo akcije po profesijama: pretpostavljam zato što je teže bagatelizirati pojedinačne slučajeve ako se pokaže da je mobbing široko rasprostranjen u cijeloj branši...']",1,45,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', 'Ne', 'znam', 'da', 'li', 'se', 'situacija', 'može', 'preslikati', 'ali', 'ovdje', 'u', 'Švedskoj', 'su', 'najjači', 'odjek', 'imale', 'metoo', 'akcije', 'po', 'profesijama', 'pretpostavljam', 'zato', 'što', 'je', 'teže', 'bagatelizirati', 'pojedinačne', 'slučajeve', 'ako', 'se', 'pokaže', 'da', 'je', 'mobbing', 'široko', 'rasprostranjen', 'u', 'cijeloj', 'branši']",45
5784,2018-03-18,"« Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo », accuse Joanna Williams -   @LINK …","['«\xa0Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo\xa0», accuse Joanna Williams -   @LINK\xa0…']",1,20,"['Le', 'silence', 'sur', 'l', 'exploitation', 'sexuelle', 'à', 'Telford', 'révèle', 'l', 'hypocrisie', 'au', 'cœur', 'du', 'mouvement', 'MeToo', 'accuse', 'Joanna', 'Williams', '@LINK']",20
5785,2018-03-18,"Tired of hearing the likes of this guy, #MattDamon bash #MeToo. Yes, the movement has its flaws, but the biggest flaw is that #sexualharassment & #ViolenceAgainstWomen has been happening forever. #TimesUp @LINK ","['Tired of hearing the likes of this guy, #MattDamon bash #MeToo.', 'Yes, the movement has its flaws, but the biggest flaw is that #sexualharassment & #ViolenceAgainstWomen has been happening forever.', '#TimesUp @LINK']",3,11,"['Tired', 'of', 'hearing', 'the', 'likes', 'of', 'this', 'guy', 'MattDamon', 'bash', 'MeToo', 'Yes', 'the', 'movement', 'has', 'its', 'flaws', 'but', 'the', 'biggest', 'flaw', 'is', 'that', 'sexualharassment', 'ViolenceAgainstWomen', 'has', 'been', 'happening', 'forever', 'TimesUp', '@LINK']",31
5786,2018-03-18,'I felt I was being punished for pushing back': pregnancy and #MeToo  @LINK …,"[""'I felt I was being punished for pushing back': pregnancy and #MeToo  @LINK\xa0…""]",1,13,"['I', 'felt', 'I', 'was', 'being', 'punished', 'for', 'pushing', 'back', 'pregnancy', 'and', 'MeToo', '@LINK']",13
5787,2018-03-18,"ANNUNCIO IMPORTANTEtra 283 giorni, 14 ore e 43 minuti è il #compleanno di #TimothèeChalamet. Prepariamoci!#MeToo #LoveIsLoveEveryDay #French #me #italy","['ANNUNCIO IMPORTANTEtra 283 giorni, 14 ore e 43 minuti è il #compleanno di #TimothèeChalamet.', 'Prepariamoci!#MeToo #LoveIsLoveEveryDay #French #me #italy']",2,10,"['ANNUNCIO', 'IMPORTANTEtra', '283', 'giorni', '14', 'ore', 'e', '43', 'minuti', 'è', 'il', 'compleanno', 'di', 'TimothèeChalamet', 'Prepariamoci', 'MeToo', 'LoveIsLoveEveryDay', 'French', 'me', 'italy']",20
5788,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
5789,2018-03-18,"We want #sexualassault victims to feel safe, empowered, and able to heal:  @LINK  #metoo","['We want #sexualassault victims to feel safe, empowered, and able to heal:  @LINK\xa0 #metoo']",1,14,"['We', 'want', 'sexualassault', 'victims', 'to', 'feel', 'safe', 'empowered', 'and', 'able', 'to', 'heal', '@LINK', 'metoo']",14
5790,2018-03-18,"il coraggio delle idee, la curiosità inestinguibile, l'ironia sono le basi per il risultato finale #MeToo: come il mondo dell’arte guarda la rivolta delle donne che fa tremare lo showbiz? - #MeToo. Anche io. Che significa: anche io ho subito molestie,...  @LINK ","[""il coraggio delle idee, la curiosità inestinguibile, l'ironia sono le basi per il risultato finale #MeToo: come il mondo dell’arte guarda la rivolta delle donne che fa tremare lo showbiz?"", '- #MeToo.', 'Anche io.', 'Che significa: anche io ho subito molestie,...  @LINK']",4,11,"['il', 'coraggio', 'delle', 'idee', 'la', 'curiosità', 'inestinguibile', 'l', 'ironia', 'sono', 'le', 'basi', 'per', 'il', 'risultato', 'finale', 'MeToo', 'come', 'il', 'mondo', 'dell', 'arte', 'guarda', 'la', 'rivolta', 'delle', 'donne', 'che', 'fa', 'tremare', 'lo', 'showbiz', 'MeToo', 'Anche', 'io', 'Che', 'significa', 'anche', 'io', 'ho', 'subito', 'molestie', '@LINK']",43
5791,2018-03-18,Ellen Barkin responds to Terry Gilliam&apos;s controversial #MeToo remarks: &apos;Never get into an elevator alone with him&apos;  @LINK …,['Ellen Barkin responds to Terry Gilliam&apos;s controversial #MeToo remarks: &apos;Never get into an elevator alone with\xa0him&apos;  @LINK\xa0…'],1,22,"['Ellen', 'Barkin', 'responds', 'to', 'Terry', 'Gilliam', 'apos', 's', 'controversial', 'MeToo', 'remarks', 'apos', 'Never', 'get', 'into', 'an', 'elevator', 'alone', 'with', 'him', 'apos', '@LINK']",22
5792,2018-03-18,Ellen Barkin surprises Hollywood with cryptic response to Terry Gilliam’s controversial #MeToo remarks  @LINK ,['Ellen Barkin surprises Hollywood with cryptic response to Terry Gilliam’s controversial #MeToo remarks  @LINK'],1,15,"['Ellen', 'Barkin', 'surprises', 'Hollywood', 'with', 'cryptic', 'response', 'to', 'Terry', 'Gilliam', 's', 'controversial', 'MeToo', 'remarks', '@LINK']",15
5793,2018-03-18,"Barbra Streisand Talks #MeToo, 'A Star Is Born' Remake With Lady Gaga  @LINK ","[""Barbra Streisand Talks #MeToo, 'A Star Is Born' Remake With Lady Gaga  @LINK""]",1,13,"['Barbra', 'Streisand', 'Talks', 'MeToo', 'A', 'Star', 'Is', 'Born', 'Remake', 'With', 'Lady', 'Gaga', '@LINK']",13
5794,2018-03-18,Ellen Barkin responds to Terry Gilliam&apos;s controversial #MeToo remarks: &apos;Never get into an elevator alon...  @LINK …,['Ellen Barkin responds to Terry Gilliam&apos;s controversial #MeToo remarks: &apos;Never get into an elevator alon...  @LINK\xa0…'],1,19,"['Ellen', 'Barkin', 'responds', 'to', 'Terry', 'Gilliam', 'apos', 's', 'controversial', 'MeToo', 'remarks', 'apos', 'Never', 'get', 'into', 'an', 'elevator', 'alon', '@LINK']",19
5795,2018-03-18,"Ruotsissa #metoo-kampanja paisui poikkeuksellisen isoksi – Nyt kirjailija Lena Andersson kutsuu kampanjaa vaaralliseksi massaliikkeeksi, joka ajaa naiset ja miehet omiin poteroihinsa  @LINK …","['Ruotsissa #metoo-kampanja paisui poikkeuksellisen isoksi – Nyt kirjailija Lena Andersson kutsuu kampanjaa vaaralliseksi massaliikkeeksi, joka ajaa naiset ja miehet omiin poteroihinsa  @LINK\xa0…']",1,22,"['Ruotsissa', 'metoo', 'kampanja', 'paisui', 'poikkeuksellisen', 'isoksi', 'Nyt', 'kirjailija', 'Lena', 'Andersson', 'kutsuu', 'kampanjaa', 'vaaralliseksi', 'massaliikkeeksi', 'joka', 'ajaa', 'naiset', 'ja', 'miehet', 'omiin', 'poteroihinsa', '@LINK']",22
5796,2018-03-18,The latest Money Talks Today !  @LINK … #metoo #forbesbillionaires,"['The latest Money Talks Today !', '@LINK\xa0… #metoo #forbesbillionaires']",2,4,"['The', 'latest', 'Money', 'Talks', 'Today', '@LINK', 'metoo', 'forbesbillionaires']",8
5797,2018-03-18,Problematic Women: Katy Perry’s #MeToo Incident  @LINK ,['Problematic Women: Katy Perry’s #MeToo Incident  @LINK'],1,8,"['Problematic', 'Women', 'Katy', 'Perry', 's', 'MeToo', 'Incident', '@LINK']",8
5798,2018-03-18,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo  @LINK …,['Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo  @LINK\xa0…'],1,14,"['Monica', 'Lewinsky', 'Emerging', 'from', 'the', 'House', 'of', 'Gaslight', 'in', 'the', 'Age', 'of', 'MeToo', '@LINK']",14
5799,2018-03-18,"@MENTION Yet after Hillary ripped all Bill’s victims to shreds, #MeToo welcomed HRC with open arms. R you going to be so kind  to Melania? Her & her son are the only 2 people you creepers are hurting. Stormy the Harlot chose this life!","['@MENTION Yet after Hillary ripped all Bill’s victims to shreds, #MeToo welcomed HRC with open arms.', 'R you going to be so kind  to Melania?', 'Her & her son are the only 2 people you creepers are hurting.', 'Stormy the Harlot chose this life!']",4,11,"['@MENTION', 'Yet', 'after', 'Hillary', 'ripped', 'all', 'Bill', 's', 'victims', 'to', 'shreds', 'MeToo', 'welcomed', 'HRC', 'with', 'open', 'arms', 'R', 'you', 'going', 'to', 'be', 'so', 'kind', 'to', 'Melania', 'Her', 'her', 'son', 'are', 'the', 'only', '2', 'people', 'you', 'creepers', 'are', 'hurting', 'Stormy', 'the', 'Harlot', 'chose', 'this', 'life']",44
5800,2018-03-18,The latest Film Noir Movies!  @LINK … #snl #metoo,"['The latest Film Noir Movies!', '@LINK\xa0… #snl #metoo']",2,4,"['The', 'latest', 'Film', 'Noir', 'Movies', '@LINK', 'snl', 'metoo']",8
5801,2018-03-18,"Ruotsissa #metoo-kampanja paisui poikkeuksellisen isoksi – Nyt kirjailija Lena Andersson kutsuu kampanjaa vaaralliseksi massaliikkeeksi, joka ajaa naiset ja miehet omiin poteroihinsa  @LINK …","['Ruotsissa #metoo-kampanja paisui poikkeuksellisen isoksi – Nyt kirjailija Lena Andersson kutsuu kampanjaa vaaralliseksi massaliikkeeksi, joka ajaa naiset ja miehet omiin poteroihinsa  @LINK\xa0…']",1,22,"['Ruotsissa', 'metoo', 'kampanja', 'paisui', 'poikkeuksellisen', 'isoksi', 'Nyt', 'kirjailija', 'Lena', 'Andersson', 'kutsuu', 'kampanjaa', 'vaaralliseksi', 'massaliikkeeksi', 'joka', 'ajaa', 'naiset', 'ja', 'miehet', 'omiin', 'poteroihinsa', '@LINK']",22
5802,2018-03-18,The latest Sciences News @ UJ Library!  @LINK … #metoo,"['The latest Sciences News @ UJ Library!', '@LINK\xa0… #metoo']",2,5,"['The', 'latest', 'Sciences', 'News', '@', 'UJ', 'Library', '@LINK', 'metoo']",9
5803,2018-03-18,"""Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo""-Joanna Williams  @LINK …","['""Le silence sur l’exploitation sexuelle à Telford révèle l’hypocrisie au cœur du mouvement #MeToo""-Joanna Williams  @LINK\xa0…']",1,19,"['Le', 'silence', 'sur', 'l', 'exploitation', 'sexuelle', 'à', 'Telford', 'révèle', 'l', 'hypocrisie', 'au', 'cœur', 'du', 'mouvement', 'MeToo', 'Joanna', 'Williams', '@LINK']",19
5804,2018-03-18,I have been in an abusive relationship! Even man go through depression. #MeToo,"['I have been in an abusive relationship!', 'Even man go through depression.', '#MeToo']",3,5,"['I', 'have', 'been', 'in', 'an', 'abusive', 'relationship', 'Even', 'man', 'go', 'through', 'depression', 'MeToo']",13
5805,2018-03-18,"Di Gipey, CEO of the Alice Springs Women's Shelter and staff launching #metoo. -  @LINK … #adelaide","[""Di Gipey, CEO of the Alice Springs Women's Shelter and staff launching #metoo."", '-  @LINK\xa0… #adelaide']",2,8,"['Di', 'Gipey', 'CEO', 'of', 'the', 'Alice', 'Springs', 'Women', 's', 'Shelter', 'and', 'staff', 'launching', 'metoo', '@LINK', 'adelaide']",16
5806,2018-03-18,@MENTION @MENTION @MENTION What do they call pulling someone’s pants down against their will in the #metoo era (like she did to Quade on set)? @LINK …,"['@MENTION @MENTION @MENTION What do they call pulling someone’s pants down against their will in the #metoo era (like she did to Quade on set)?', '@LINK\xa0…']",2,14,"['@MENTION', '@MENTION', '@MENTION', 'What', 'do', 'they', 'call', 'pulling', 'someone', 's', 'pants', 'down', 'against', 'their', 'will', 'in', 'the', 'metoo', 'era', 'like', 'she', 'did', 'to', 'Quade', 'on', 'set', '@LINK']",27
5807,2018-03-18,"Kerrie, a local Indigenous woman, supports #metoo campaign -  @LINK … #adelaide","['Kerrie, a local Indigenous woman, supports #metoo campaign -  @LINK\xa0… #adelaide']",1,10,"['Kerrie', 'a', 'local', 'Indigenous', 'woman', 'supports', 'metoo', 'campaign', '@LINK', 'adelaide']",10
5808,2018-03-18,Ellen Barkin responds to Terry Gilliam’s controversial #MeToo remarks: 'Never get into an elevator alone with him' -,"[""Ellen Barkin responds to Terry Gilliam’s controversial #MeToo remarks: 'Never get into an elevator alone with him' -""]",1,18,"['Ellen', 'Barkin', 'responds', 'to', 'Terry', 'Gilliam', 's', 'controversial', 'MeToo', 'remarks', 'Never', 'get', 'into', 'an', 'elevator', 'alone', 'with', 'him']",18
