,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
1611,2018-03-18,@MENTION filled in 4 suddenly busy #CheckpointGal 2 give award 2 #MeToo #TimesUp guy brett ratner @ uber Zionist gala JNF plants European trees over destroyed-by Israel-#Palestine villages who gave gal heads up2avoid THAT photo op? @MENTION @MENTION @MENTION @MENTION @LINK …,"['@MENTION filled in 4 suddenly busy #CheckpointGal 2 give award 2 #MeToo #TimesUp guy brett ratner @ uber Zionist gala JNF plants European trees over destroyed-by Israel-#Palestine villages who gave gal heads up2avoid THAT photo op?', '@MENTION @MENTION @MENTION @MENTION @LINK\xa0…']",2,22,"['@MENTION', 'filled', 'in', '4', 'suddenly', 'busy', 'CheckpointGal', '2', 'give', 'award', '2', 'MeToo', 'TimesUp', 'guy', 'brett', 'ratner', '@', 'uber', 'Zionist', 'gala', 'JNF', 'plants', 'European', 'trees', 'over', 'destroyed', 'by', 'Israel', 'Palestine', 'villages', 'who', 'gave', 'gal', 'heads', 'up2avoid', 'THAT', 'photo', 'op', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@LINK']",43
1612,2018-03-18,"A new episode of Dean-O-Files has been released!""#33: What #MeToo Says About Our Broken Sexuality"" is avalaible NOW at  @LINK  and in your favorite podcatchers.#sexuality #politics #news #podcast #airadio","['A new episode of Dean-O-Files has been released!', '""#33: What #MeToo Says About Our Broken Sexuality"" is avalaible NOW at  @LINK\xa0 and in your favorite podcatchers.#sexuality #politics #news #podcast #airadio']",2,17,"['A', 'new', 'episode', 'of', 'Dean', 'O', 'Files', 'has', 'been', 'released', '33', 'What', 'MeToo', 'Says', 'About', 'Our', 'Broken', 'Sexuality', 'is', 'avalaible', 'NOW', 'at', '@LINK', 'and', 'in', 'your', 'favorite', 'podcatchers', 'sexuality', 'politics', 'news', 'podcast', 'airadio']",33
1613,2018-03-18,Otra defensa silenciosa #MeToo  @LINK ,['Otra defensa silenciosa #MeToo  @LINK'],1,5,"['Otra', 'defensa', 'silenciosa', 'MeToo', '@LINK']",5
1614,2018-03-18,"Coolest coinage I've heard today, courtesy of @MENTION: ""performative feminism"". It's what far too many ""progressive"" men are doing. (You know the ones. They're undercutting #MeToo and dodging housework.) Seriously, guys, step up or shut up.","['Coolest coinage I\'ve heard today, courtesy of @MENTION: ""performative feminism"".', 'It\'s what far too many ""progressive"" men are doing.', '(You know the ones.', ""They're undercutting #MeToo and dodging housework.)"", 'Seriously, guys, step up or shut up.']",5,8,"['Coolest', 'coinage', 'I', 've', 'heard', 'today', 'courtesy', 'of', '@MENTION', 'performative', 'feminism', 'It', 's', 'what', 'far', 'too', 'many', 'progressive', 'men', 'are', 'doing', 'You', 'know', 'the', 'ones', 'They', 're', 'undercutting', 'MeToo', 'and', 'dodging', 'housework', 'Seriously', 'guys', 'step', 'up', 'or', 'shut', 'up']",39
1615,2018-03-18,My friend wrote this! :D#MeToo: Emotional abuse primer  @LINK …,"['My friend wrote this!', ':D#MeToo: Emotional abuse primer  @LINK\xa0…']",2,5,"['My', 'friend', 'wrote', 'this', 'D', 'MeToo', 'Emotional', 'abuse', 'primer', '@LINK']",10
1616,2018-03-18,So Hollywood is fighting the #MeToo movement by taking #sharia $$. Nice! Can't wait to hear more lecturing from those assholes! @LINK …,"['So Hollywood is fighting the #MeToo movement by taking #sharia $$.', 'Nice!', ""Can't wait to hear more lecturing from those assholes!"", '@LINK\xa0…']",4,6,"['So', 'Hollywood', 'is', 'fighting', 'the', 'MeToo', 'movement', 'by', 'taking', 'sharia', 'Nice', 'Can', 't', 'wait', 'to', 'hear', 'more', 'lecturing', 'from', 'those', 'assholes', '@LINK']",22
1617,2018-03-18,"We love your poem, Aleenah, and we're so proud to have included your voice in this anthology.#MeToo #TimesUp...  @LINK ","[""We love your poem, Aleenah, and we're so proud to have included your voice in this anthology.#MeToo #TimesUp...  @LINK""]",1,21,"['We', 'love', 'your', 'poem', 'Aleenah', 'and', 'we', 're', 'so', 'proud', 'to', 'have', 'included', 'your', 'voice', 'in', 'this', 'anthology', 'MeToo', 'TimesUp', '@LINK']",21
1618,2018-03-18,The latest YUJI's TIMES!  @LINK … #metoo,"[""The latest YUJI's TIMES!"", '@LINK\xa0… #metoo']",2,4,"['The', 'latest', 'YUJI', 's', 'TIMES', '@LINK', 'metoo']",7
1619,2018-03-18,#metoo #LoveTrumpsHate @LINK …,['#metoo #LoveTrumpsHate @LINK\xa0…'],1,3,"['metoo', 'LoveTrumpsHate', '@LINK']",3
1620,2018-03-18,"What about #kidstoo? Fuck these #metoo whores. You wanted fame, you sucked a dick. Deal with the consequences. I'd never touch a kid, but I'll hold a door shut on a whore.","['What about #kidstoo?', 'Fuck these #metoo whores.', 'You wanted fame, you sucked a dick.', 'Deal with the consequences.', ""I'd never touch a kid, but I'll hold a door shut on a whore.""]",5,7,"['What', 'about', 'kidstoo', 'Fuck', 'these', 'metoo', 'whores', 'You', 'wanted', 'fame', 'you', 'sucked', 'a', 'dick', 'Deal', 'with', 'the', 'consequences', 'I', 'd', 'never', 'touch', 'a', 'kid', 'but', 'I', 'll', 'hold', 'a', 'door', 'shut', 'on', 'a', 'whore']",34
1621,2018-03-18,@MENTION @MENTION MENTALLY DAMN ILL. & girl me too lol #metoo ,['@MENTION @MENTION MENTALLY DAMN ILL. & girl me too lol #metoo'],1,10,"['@MENTION', '@MENTION', 'MENTALLY', 'DAMN', 'ILL', 'girl', 'me', 'too', 'lol', 'metoo']",10
1622,2018-03-18,#HarveyWeinstein ma dzisiaj urodziny. Ciekawe czy dostanie życzenia od kobiet.  #metoo #TimesUp,"['#HarveyWeinstein ma dzisiaj urodziny.', 'Ciekawe czy dostanie życzenia od kobiet.', '#metoo #TimesUp']",3,4,"['HarveyWeinstein', 'ma', 'dzisiaj', 'urodziny', 'Ciekawe', 'czy', 'dostanie', 'życzenia', 'od', 'kobiet', 'metoo', 'TimesUp']",12
1623,2018-03-18,@MENTION @MENTION @MENTION @MENTION #MeToo  pic.twitter.com/1lYNZXNPU3,['@MENTION @MENTION @MENTION @MENTION #MeToo  pic.twitter.com/1lYNZXNPU3'],1,9,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', 'MeToo', 'pic', 'twitter', 'com', '1lYNZXNPU3']",9
1624,2018-03-18,@MENTION @MENTION I'm defending him because no evidence has been given about what he's been accused of doing. Ask Barkin about Dennis Quaids #MeToo moment at her hands.,"[""@MENTION @MENTION I'm defending him because no evidence has been given about what he's been accused of doing."", 'Ask Barkin about Dennis Quaids #MeToo moment at her hands.']",2,15,"['@MENTION', '@MENTION', 'I', 'm', 'defending', 'him', 'because', 'no', 'evidence', 'has', 'been', 'given', 'about', 'what', 'he', 's', 'been', 'accused', 'of', 'doing', 'Ask', 'Barkin', 'about', 'Dennis', 'Quaids', 'MeToo', 'moment', 'at', 'her', 'hands']",30
1625,2018-03-18,"Please remember, there has been absolutely no contact between Trump and the Kremlin  #ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTax #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall pic.twitter.com/Xw9LvGS2Lh","['Please remember, there has been absolutely no contact between Trump and the Kremlin  #ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTax #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall pic.twitter.com/Xw9LvGS2Lh']",1,32,"['Please', 'remember', 'there', 'has', 'been', 'absolutely', 'no', 'contact', 'between', 'Trump', 'and', 'the', 'Kremlin', 'ImpeachTrump', 'VoteThemOut', 'TrumpLies', 'Resist', 'Resign', 'UniteBlue', 'TrumpTrain', 'MAGA', 'ImWithHer', 'MeToo', 'TrumpTax', 'GOPTaxScam', 'ClimateChange', 'Jobs', 'NoBanNoWall', 'pic', 'twitter', 'com', 'Xw9LvGS2Lh']",32
1626,2018-03-18,The #WhipAppealTalk Show is out!  @LINK … #snl #metoo,"['The #WhipAppealTalk Show is out!', '@LINK\xa0… #snl #metoo']",2,4,"['The', 'WhipAppealTalk', 'Show', 'is', 'out', '@LINK', 'snl', 'metoo']",8
1627,2018-03-18,@MENTION I don’t get “men” like you and terry Gilliam. You see how many women have been attacked and abused with #MeToo and decide the problem is “mob rule” and “slutty chicks”!  You have a 4 yr old daughter and this is your conclusion??  I think you are scum.,"['@MENTION I don’t get “men” like you and terry Gilliam.', 'You see how many women have been attacked and abused with #MeToo and decide the problem is “mob rule” and “slutty chicks”!', 'You have a 4 yr old daughter and this is your conclusion??', 'I think you are scum.']",4,13,"['@MENTION', 'I', 'don', 't', 'get', 'men', 'like', 'you', 'and', 'terry', 'Gilliam', 'You', 'see', 'how', 'many', 'women', 'have', 'been', 'attacked', 'and', 'abused', 'with', 'MeToo', 'and', 'decide', 'the', 'problem', 'is', 'mob', 'rule', 'and', 'slutty', 'chicks', 'You', 'have', 'a', '4', 'yr', 'old', 'daughter', 'and', 'this', 'is', 'your', 'conclusion', 'I', 'think', 'you', 'are', 'scum']",50
1628,2018-03-18,"@MENTION OMG! This guy is either gay, or an idiot. But he should push for an assault charge on Perry. Wouldn’t that be awesome #metoo. Wonder if those women would love that.","['@MENTION OMG!', 'This guy is either gay, or an idiot.', 'But he should push for an assault charge on Perry.', 'Wouldn’t that be awesome #metoo.', 'Wonder if those women would love that.']",5,7,"['@MENTION', 'OMG', 'This', 'guy', 'is', 'either', 'gay', 'or', 'an', 'idiot', 'But', 'he', 'should', 'push', 'for', 'an', 'assault', 'charge', 'on', 'Perry', 'Wouldn', 't', 'that', 'be', 'awesome', 'metoo', 'Wonder', 'if', 'those', 'women', 'would', 'love', 'that']",33
1629,2018-03-18,#metoo 바로세우기!  @LINK ,"['#metoo 바로세우기!', '@LINK']",2,2,"['metoo', '바로세우기', '@LINK']",3
1630,2018-03-18,"Has the workplace has been altered in meaningful and sustained ways, and can Miss America can be relevant in the #MeToo era?   @LINK …","['Has the workplace has been altered in meaningful and sustained ways, and can Miss America can be relevant in the #MeToo era?', '@LINK\xa0…']",2,12,"['Has', 'the', 'workplace', 'has', 'been', 'altered', 'in', 'meaningful', 'and', 'sustained', 'ways', 'and', 'can', 'Miss', 'America', 'can', 'be', 'relevant', 'in', 'the', 'MeToo', 'era', '@LINK']",23
1631,2018-03-18,Me too brother! But not in the #metoo sense  @LINK …,"['Me too brother!', 'But not in the #metoo sense  @LINK\xa0…']",2,5,"['Me', 'too', 'brother', 'But', 'not', 'in', 'the', 'metoo', 'sense', '@LINK']",10
1632,2018-03-18,"I liked a @MENTION video  @LINK  Privitization, NRA, #MeToo Wall Street, Civil Service | Overtime with Bill Maher","['I liked a @MENTION video  @LINK\xa0 Privitization, NRA, #MeToo Wall Street, Civil Service | Overtime with Bill Maher']",1,17,"['I', 'liked', 'a', '@MENTION', 'video', '@LINK', 'Privitization', 'NRA', 'MeToo', 'Wall', 'Street', 'Civil', 'Service', 'Overtime', 'with', 'Bill', 'Maher']",17
1633,2018-03-18,"Shared earlier, but this is a really good nuanced take on the benefits of #metoo, why we need legal system reform and the next steps that need to happen for it to mean real change from @MENTION @LINK … pic.twitter.com/IBWePysrR7","['Shared earlier, but this is a really good nuanced take on the benefits of #metoo, why we need legal system reform and the next steps that need to happen for it to mean real change from @MENTION @LINK\xa0… pic.twitter.com/IBWePysrR7']",1,42,"['Shared', 'earlier', 'but', 'this', 'is', 'a', 'really', 'good', 'nuanced', 'take', 'on', 'the', 'benefits', 'of', 'metoo', 'why', 'we', 'need', 'legal', 'system', 'reform', 'and', 'the', 'next', 'steps', 'that', 'need', 'to', 'happen', 'for', 'it', 'to', 'mean', 'real', 'change', 'from', '@MENTION', '@LINK', 'pic', 'twitter', 'com', 'IBWePysrR7']",42
1634,2018-03-18,2015年当時、東京で24時間体制のレイプクライシスセンターは1軒しかなかった。被害者をサポートする社会体制へと働きかけよう。#WeToo #wetoojapan #wetoogether #MeToo  @LINK …,['2015年当時、東京で24時間体制のレイプクライシスセンターは1軒しかなかった。被害者をサポートする社会体制へと働きかけよう。#WeToo #wetoojapan #wetoogether #MeToo  @LINK\xa0…'],1,8,"['2015年当時', '東京で24時間体制のレイプクライシスセンターは1軒しかなかった', '被害者をサポートする社会体制へと働きかけよう', 'WeToo', 'wetoojapan', 'wetoogether', 'MeToo', '@LINK']",8
1635,2018-03-18,If women are constantly in competition with or wary of other women they'll never join forces or take over. And that's a shift we've slowly been seeing and one that's being pushed more aggressively with #MeToo Women aren't taking the gaslighting from men as gospel anymore.,"[""If women are constantly in competition with or wary of other women they'll never join forces or take over."", ""And that's a shift we've slowly been seeing and one that's being pushed more aggressively with #MeToo Women aren't taking the gaslighting from men as gospel anymore.""]",2,26,"['If', 'women', 'are', 'constantly', 'in', 'competition', 'with', 'or', 'wary', 'of', 'other', 'women', 'they', 'll', 'never', 'join', 'forces', 'or', 'take', 'over', 'And', 'that', 's', 'a', 'shift', 'we', 've', 'slowly', 'been', 'seeing', 'and', 'one', 'that', 's', 'being', 'pushed', 'more', 'aggressively', 'with', 'MeToo', 'Women', 'aren', 't', 'taking', 'the', 'gaslighting', 'from', 'men', 'as', 'gospel', 'anymore']",51
1636,2018-03-18,"Jag gillade en video på @MENTION  @LINK  Våldtäkt, sexuella trakasserier - en sann historia. #metoo","['Jag gillade en video på @MENTION  @LINK\xa0 Våldtäkt, sexuella trakasserier - en sann historia.', '#metoo']",2,7,"['Jag', 'gillade', 'en', 'video', 'på', '@MENTION', '@LINK', 'Våldtäkt', 'sexuella', 'trakasserier', 'en', 'sann', 'historia', 'metoo']",14
1637,2018-03-18,"€75 + Ronny som att skatteplaneringsskandalen, om den kan kallas det, blir rubriken som puttar ut #metoo från finrumm...","['€75 + Ronny som att skatteplaneringsskandalen, om den kan kallas det, blir rubriken som puttar ut #metoo från finrumm...']",1,18,"['75', 'Ronny', 'som', 'att', 'skatteplaneringsskandalen', 'om', 'den', 'kan', 'kallas', 'det', 'blir', 'rubriken', 'som', 'puttar', 'ut', 'metoo', 'från', 'finrumm']",18
1638,2018-03-18,#Resistance #TrumpRussia #BlueWave2018 #RussiaGate #MeToo #Parkland #April20 #Republicans #resist #MuellerTime #TheResistance #GunReformNow@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION,['#Resistance #TrumpRussia #BlueWave2018 #RussiaGate #MeToo #Parkland #April20 #Republicans #resist #MuellerTime #TheResistance #GunReformNow@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION'],1,27,"['Resistance', 'TrumpRussia', 'BlueWave2018', 'RussiaGate', 'MeToo', 'Parkland', 'April20', 'Republicans', 'resist', 'MuellerTime', 'TheResistance', 'GunReformNow', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION']",27
1639,2018-03-18,- This could lead to some major changes in reporting of sexual assault not only on campus but across many industries #MeToo @MENTION @LINK …,['- This could lead to some major changes in reporting of sexual assault not only on campus but across many industries #MeToo @MENTION @LINK\xa0…'],1,23,"['This', 'could', 'lead', 'to', 'some', 'major', 'changes', 'in', 'reporting', 'of', 'sexual', 'assault', 'not', 'only', 'on', 'campus', 'but', 'across', 'many', 'industries', 'MeToo', '@MENTION', '@LINK']",23
1640,2018-03-18,"Proud to be part of this new anthology. It raises awareness, provides information, & helps fund support organizations @MENTION & @MENTION (even on ""new release"" sale ). If you have it already, a review from you will help others find it. #MeTooK12 #MeToo #survivors #YAlit @LINK …","['Proud to be part of this new anthology.', 'It raises awareness, provides information, & helps fund support organizations @MENTION & @MENTION (even on ""new release"" sale ).', 'If you have it already, a review from you will help others find it.', '#MeTooK12 #MeToo #survivors #YAlit @LINK\xa0…']",4,11,"['Proud', 'to', 'be', 'part', 'of', 'this', 'new', 'anthology', 'It', 'raises', 'awareness', 'provides', 'information', 'helps', 'fund', 'support', 'organizations', '@MENTION', '@MENTION', 'even', 'on', 'new', 'release', 'sale', 'If', 'you', 'have', 'it', 'already', 'a', 'review', 'from', 'you', 'will', 'help', 'others', 'find', 'it', 'MeTooK12', 'MeToo', 'survivors', 'YAlit', '@LINK']",43
1641,2018-03-18,@MENTION #MeToo,['@MENTION #MeToo'],1,2,"['@MENTION', 'MeToo']",2
1642,2018-03-18,Cover boy Trump  #ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTax #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall pic.twitter.com/lbK0H9QxKp,['Cover boy Trump  #ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTax #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall pic.twitter.com/lbK0H9QxKp'],1,22,"['Cover', 'boy', 'Trump', 'ImpeachTrump', 'VoteThemOut', 'TrumpLies', 'Resist', 'Resign', 'UniteBlue', 'TrumpTrain', 'MAGA', 'ImWithHer', 'MeToo', 'TrumpTax', 'GOPTaxScam', 'ClimateChange', 'Jobs', 'NoBanNoWall', 'pic', 'twitter', 'com', 'lbK0H9QxKp']",22
1643,2018-03-18,"HEY, HILLARY.  KEEP DIGGING #maga #tcot #trump #pjnet #TrumpTrain #DrainTheSwamp #METOO #kag pic.twitter.com/yyUSfKFLXN","['HEY, HILLARY.', 'KEEP DIGGING #maga #tcot #trump #pjnet #TrumpTrain #DrainTheSwamp #METOO #kag pic.twitter.com/yyUSfKFLXN']",2,8,"['HEY', 'HILLARY', 'KEEP', 'DIGGING', 'maga', 'tcot', 'trump', 'pjnet', 'TrumpTrain', 'DrainTheSwamp', 'METOO', 'kag', 'pic', 'twitter', 'com', 'yyUSfKFLXN']",16
1644,2018-03-18,@MENTION #MeToo,['@MENTION #MeToo'],1,2,"['@MENTION', 'MeToo']",2
1645,2018-03-18,#MeToo Do women who think it's okay to touch a random mans muscles think it's okay to touch a random woman's ass? It's just a muscle....right??!  pic.twitter.com/YmzsUiBBn3,"[""#MeToo Do women who think it's okay to touch a random mans muscles think it's okay to touch a random woman's ass?"", ""It's just a muscle....right??!"", 'pic.twitter.com/YmzsUiBBn3']",3,12,"['MeToo', 'Do', 'women', 'who', 'think', 'it', 's', 'okay', 'to', 'touch', 'a', 'random', 'mans', 'muscles', 'think', 'it', 's', 'okay', 'to', 'touch', 'a', 'random', 'woman', 's', 'ass', 'It', 's', 'just', 'a', 'muscle', 'right', 'pic', 'twitter', 'com', 'YmzsUiBBn3']",35
1646,2018-03-18,"#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality via @MENTION  @LINK …A wise one. It's just a structural detail, but very nice at the end of the text to have a disclosure of third party financing!","['#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality via @MENTION  @LINK\xa0…A wise one.', ""It's just a structural detail, but very nice at the end of the text to have a disclosure of third party financing!""]",2,24,"['MeToo', 'is', 'not', 'enough', 'it', 'has', 'yet', 'to', 'shift', 'the', 'power', 'imbalances', 'that', 'would', 'bring', 'about', 'gender', 'equality', 'via', '@MENTION', '@LINK', 'A', 'wise', 'one', 'It', 's', 'just', 'a', 'structural', 'detail', 'but', 'very', 'nice', 'at', 'the', 'end', 'of', 'the', 'text', 'to', 'have', 'a', 'disclosure', 'of', 'third', 'party', 'financing']",47
1647,2018-03-18,@MENTION @MENTION @MENTION Thoughts of this?  James Bond had joined the #MeToo mob.  @LINK …,"['@MENTION @MENTION @MENTION Thoughts of this?', 'James Bond had joined the #MeToo mob.', '@LINK\xa0…']",3,5,"['@MENTION', '@MENTION', '@MENTION', 'Thoughts', 'of', 'this', 'James', 'Bond', 'had', 'joined', 'the', 'MeToo', 'mob', '@LINK']",14
1648,2018-03-18,"To anyone that thinks #McCabe shouldn't have been fired, you must not know know the real Andy. What he did to a top female agent is DISGUSTING & her story needs to be heard. Sexual discrimination & destroying an agents life. #ReinstateRobynGritz#TimesUp#MeToo#McCabe @LINK …","[""To anyone that thinks #McCabe shouldn't have been fired, you must not know know the real Andy."", 'What he did to a top female agent is DISGUSTING & her story needs to be heard.', 'Sexual discrimination & destroying an agents life.', '#ReinstateRobynGritz#TimesUp#MeToo#McCabe @LINK\xa0…']",4,12,"['To', 'anyone', 'that', 'thinks', 'McCabe', 'shouldn', 't', 'have', 'been', 'fired', 'you', 'must', 'not', 'know', 'know', 'the', 'real', 'Andy', 'What', 'he', 'did', 'to', 'a', 'top', 'female', 'agent', 'is', 'DISGUSTING', 'her', 'story', 'needs', 'to', 'be', 'heard', 'Sexual', 'discrimination', 'destroying', 'an', 'agents', 'life', 'ReinstateRobynGritz', 'TimesUp', 'MeToo', 'McCabe', '@LINK']",45
1649,2018-03-18,"@MENTION IT NEVER STOPS! Read through all this site, WOMAN'S HUNTING ASS'N  @LINK  and you may see, with the new #MeToo mob rule, it seems to be an annex, one for the other. @MENTION @MENTION To empower women with weapons, what could go wrong?","['@MENTION IT NEVER STOPS!', ""Read through all this site, WOMAN'S HUNTING ASS'N  @LINK\xa0 and you may see, with the new #MeToo mob rule, it seems to be an annex, one for the other."", '@MENTION @MENTION To empower women with weapons, what could go wrong?']",3,16,"['@MENTION', 'IT', 'NEVER', 'STOPS', 'Read', 'through', 'all', 'this', 'site', 'WOMAN', 'S', 'HUNTING', 'ASS', 'N', '@LINK', 'and', 'you', 'may', 'see', 'with', 'the', 'new', 'MeToo', 'mob', 'rule', 'it', 'seems', 'to', 'be', 'an', 'annex', 'one', 'for', 'the', 'other', '@MENTION', '@MENTION', 'To', 'empower', 'women', 'with', 'weapons', 'what', 'could', 'go', 'wrong']",46
1650,2018-03-18,"@MENTION ‘SNL’ Imagines #MeToo Apology Spree By “Canada’s Harvey Weinstein,” Trots Out Impressions In ‘Jurassic Park’ Auditions  @LINK … via @MENTION","['@MENTION ‘SNL’ Imagines #MeToo Apology Spree By “Canada’s Harvey Weinstein,” Trots Out Impressions In ‘Jurassic Park’\xa0Auditions  @LINK\xa0… via @MENTION']",1,21,"['@MENTION', 'SNL', 'Imagines', 'MeToo', 'Apology', 'Spree', 'By', 'Canada', 's', 'Harvey', 'Weinstein', 'Trots', 'Out', 'Impressions', 'In', 'Jurassic', 'Park', 'Auditions', '@LINK', 'via', '@MENTION']",21
1651,2018-03-18,This year's #bestpicture winner is the first film in 34 years to not have a man in a lead role. Where's the coverage about the terrible track record of the #Academy honoring films showcasing women? #timesup #metoo #inclusionrider #shapeofwater #oscars @LINK …,"[""This year's #bestpicture winner is the first film in 34 years to not have a man in a lead role."", ""Where's the coverage about the terrible track record of the #Academy honoring films showcasing women?"", '#timesup #metoo #inclusionrider #shapeofwater #oscars @LINK\xa0…']",3,15,"['This', 'year', 's', 'bestpicture', 'winner', 'is', 'the', 'first', 'film', 'in', '34', 'years', 'to', 'not', 'have', 'a', 'man', 'in', 'a', 'lead', 'role', 'Where', 's', 'the', 'coverage', 'about', 'the', 'terrible', 'track', 'record', 'of', 'the', 'Academy', 'honoring', 'films', 'showcasing', 'women', 'timesup', 'metoo', 'inclusionrider', 'shapeofwater', 'oscars', '@LINK']",43
1652,2018-03-18,"""#MeToo and related expressions of anger are failing to fix causes that increase macho-driven #gender power imbalances. This means we need real, practical solutions to bridge the gender divide and stop supporting toxic #masculinity.""  @LINK … #genderequality","['""#MeToo and related expressions of anger are failing to fix causes that increase macho-driven #gender power imbalances.', 'This means we need real, practical solutions to bridge the gender divide and stop supporting toxic #masculinity.""', '@LINK\xa0… #genderequality']",3,13,"['MeToo', 'and', 'related', 'expressions', 'of', 'anger', 'are', 'failing', 'to', 'fix', 'causes', 'that', 'increase', 'macho', 'driven', 'gender', 'power', 'imbalances', 'This', 'means', 'we', 'need', 'real', 'practical', 'solutions', 'to', 'bridge', 'the', 'gender', 'divide', 'and', 'stop', 'supporting', 'toxic', 'masculinity', '@LINK', 'genderequality']",37
1653,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
1654,2018-03-18,"Julie Plec would rethink ""The Vampire Diaries"" in age of #MeToo  @LINK ","['Julie Plec would rethink ""The Vampire Diaries"" in age of #MeToo  @LINK']",1,12,"['Julie', 'Plec', 'would', 'rethink', 'The', 'Vampire', 'Diaries', 'in', 'age', 'of', 'MeToo', '@LINK']",12
1655,2018-03-18,@MENTION @MENTION Why does she keep grabbing his thigh.#metoo,['@MENTION @MENTION Why does she keep grabbing his thigh.#metoo'],1,10,"['@MENTION', '@MENTION', 'Why', 'does', 'she', 'keep', 'grabbing', 'his', 'thigh', 'metoo']",10
1656,2018-03-18,Autumn 2013 Koch WI Dir Mark Block sent Bannon to SCL to help #Brexit.9/9/13 Moscow Miss Universe(Trump announced 6/18/13)met Putin+Oligarchs!#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,['Autumn 2013 Koch WI Dir Mark Block sent Bannon to SCL to help #Brexit.9/9/13 Moscow Miss Universe(Trump announced 6/18/13)met Putin+Oligarchs!#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK\xa0…'],1,37,"['Autumn', '2013', 'Koch', 'WI', 'Dir', 'Mark', 'Block', 'sent', 'Bannon', 'to', 'SCL', 'to', 'help', 'Brexit', '9', '9', '13', 'Moscow', 'Miss', 'Universe', 'Trump', 'announced', '6', '18', '13', 'met', 'Putin', 'Oligarchs', 'TrumpRussia', 'TrumpColluded', 'NeverAgain', 'Charlottesville', 'BlackLivesMatter', 'WomensMarch', 'MeToo', 'TheResistance', '@LINK']",37
1657,2018-03-18,@MENTION #MeToo but I will see your Drew Remenda and raise you a Jack Michaels. #encyclopediasarelonggone,"['@MENTION #MeToo but I will see your Drew Remenda and raise you a Jack Michaels.', '#encyclopediasarelonggone']",2,8,"['@MENTION', 'MeToo', 'but', 'I', 'will', 'see', 'your', 'Drew', 'Remenda', 'and', 'raise', 'you', 'a', 'Jack', 'Michaels', 'encyclopediasarelonggone']",16
1658,2018-03-18,@MENTION #MeToo and the evolution of man  @LINK … via @MENTION,['@MENTION #MeToo and the evolution of man  @LINK\xa0… via @MENTION'],1,10,"['@MENTION', 'MeToo', 'and', 'the', 'evolution', 'of', 'man', '@LINK', 'via', '@MENTION']",10
1659,2018-03-18,Ellen Barkin surprises Hollywood with cryptic response to Terry Gilliam’s controversial #MeToo remarks  @LINK … #TimesUp,['Ellen Barkin surprises Hollywood with cryptic response to Terry Gilliam’s controversial #MeToo remarks  @LINK\xa0… #TimesUp'],1,16,"['Ellen', 'Barkin', 'surprises', 'Hollywood', 'with', 'cryptic', 'response', 'to', 'Terry', 'Gilliam', 's', 'controversial', 'MeToo', 'remarks', '@LINK', 'TimesUp']",16
1660,2018-03-18,"Hollywood director Terry #Gilliam under fire for comparing #MeToo to 'mob rule' , and this moves it! #mobrule No free speech? Sickening! @LINK …","[""Hollywood director Terry #Gilliam under fire for comparing #MeToo to 'mob rule' , and this moves it!"", '#mobrule No free speech?', 'Sickening!', '@LINK\xa0…']",4,6,"['Hollywood', 'director', 'Terry', 'Gilliam', 'under', 'fire', 'for', 'comparing', 'MeToo', 'to', 'mob', 'rule', 'and', 'this', 'moves', 'it', 'mobrule', 'No', 'free', 'speech', 'Sickening', '@LINK']",22
