mexico,980
citi,890
earthquak,300
rescu,250
devast,230
effort,200
incred,170
lend,170
come,170
pictur,170
togeth,170
pray,160
everyon,150
prayer,150
peopl,110
children,100
thought,100
help,90
7,90
1,90
hope,80
school,80
love,80
send,70
rubbl,70
magnitud,60
quak,60
amp,60
dead,50
news,50
dure,50
collaps,50
okay,50
yesterday,50
thi,50
rescuer,50
pleas,40
situat,40
search,40
survivor,40
right,40
massiv,40
way,40
today,40
pull,40
readi,40
develop,40
heartbreak,40
world,30
go,30
follow,30
la,30
sorri,30
day,30
rico,30
puerto,30
affect,30
small,30
x,30
happen,30
believ,30
two,30
least,30
ha,30
say,30
build,30
show,20
video,20
thank,20
young,20
inund,20
hit,20
get,20
read,20
safe,20
report,20
bless,20
team,20
crowd,20
217,20
pacoima,20
wa,20
god,20
million,20
32,20
footag,20
counti,20
ci,20
one,20
miss,20
damag,20
includ,20
strike,20
life,20
lot,20
solidar,20
imag,20
guajardo,20
catastroph,20
staystrong,20
center,20
everyday,20
48,20
recoveri,20
thousand,20
deploy,20
watch,20
dog,20
hospit,20
cheer,20
time,20
oper,10
think,10
shot,10
crumbl,10
becaus,10
held,10
desper,10
kill,10
spread,10
victim,10
still,10
hate,10
reforma,10
centrodeacopio,10
rebsamen,10
22,10
much,10
relief,10
better,10
becam,10
th,10
lawrenc,10
friendliest,10
tb,10
2012,10
paseo,10
tourist,10
dan,10
fav,10
donat,10
deadli,10
hurri,10
surviv,10
grim,10
look,10
de,10
die,10
vibrant,10
dig,10
erupt,10
trap,10
path,10
complet,10
healthcar,10
sketch,10
en,10
instagram,10
captur,10
natur,10
receipt,10
continu,10
sign,10
225,10
year,10
nbc,10
portrait,10
mother,10
folk,10
said,10
zocalo,10
debri,10
goe,10
4,10
enriqu,10
current,10
leav,10
parent,10
300,10
onli,10
jennif,10
aid,10
ask,10
eye,10
post,10
mex,10
total,10
ok,10
would,10
surround,10
keep,10
thing,10
american,10
place,10
chang,10
watchtheweath,10
sept,10
6,10
via,10
kanter,10
around,10
xico,10
washington,10
scene,10
done,10
famili,10
volcan,10
crap,10
usa,10
area,10
support,10
cho,10
live,10
trigger,10
pe,10
scope,10
silenc,10
hundr,10
want,10
forc,10
worker,10
fuerzamexico,10
8,10
evacu,10
ventur,10
join,10
disasterprepared,10
19,10
might,10
work,10
soul,10
us,10
un,10
japan,10
friend,10
drill,10
begin,10
mexicoquak,10
stori,10
aliv,10
shook,10
explod,10
heart,10
trump,10
fuck,10
volunt,10
reconstruct,10
need,10
take,10
hurricanemaria,10
attract,10
fill,10
caus,10
squar,10
scari,10
comfort,10
0,10
df,10
destroy,10
korean,10
probabl,10
nightli,10
200,10
play,10
paypal,10
amaz,10
earlier,10
topo,10
payback,10
moment,10
000,10
gpwx,10
student,10
engin,10
america,10
peac,10
mil,10
ago,10
e,10
colla,10
mexicoc,10
destruct,10
drone,10
greatest,10
alright,10
escap,10
xochimilco,10
