mexico,2160
citi,1840
collaps,440
frida,340
build,310
earthquak,300
peopl,270
ha,230
quak,230
memori,190
spring,170
best,170
found,170
earthqu,170
52,170
due,170
friend,170
site,170
provid,160
rico,140
puerto,140
wa,140
love,140
hope,120
affect,120
like,120
aid,120
effort,100
need,100
read,100
thi,100
relief,100
go,90
offici,80
detail,80
sanctuari,80
df,80
motorcyclist,80
rock,80
volcano,80
ser,80
sum,80
new,80
glect,80
pub,80
eli,80
news,80
rup,80
care,80
cor,80
everyon,80
act,80
via,80
damag,80
releas,80
raffl,80
vant,80
chariti,80
hi,80
tion,80
pre,80
100,80
ing,80
lic,80
ne,80
week,80
help,70
stand,70
support,70
hey,70
amp,60
easi,60
spew,60
albuquerqu,60
donat,60
drop,60
p,60
pleas,60
design,60
happen,60
expert,60
run,60
x,60
ash,60
last,60
sorri,60
first,60
togeth,60
hold,60
ride,60
near,60
today,60
largest,60
map,60
okay,60
enter,60
000,60
task,60
cover,60
dreamer,50
home,50
beaten,50
rebuild,50
would,50
mexicotequiero,50
daca,50
countri,50
grow,50
dream,50
son,40
think,40
croix,40
bring,40
victim,40
ticket,40
mayan,40
cuz,40
custom,40
veri,40
one,40
bless,40
erupt,40
popocat,40
dump,40
investig,40
link,40
devast,40
petl,40
mani,40
concert,40
beelin,40
defect,40
construct,40
way,40
tell,40
shawn,40
relat,40
case,40
tlalpan,40
join,40
look,40
see,40
upset,40
shit,40
say,40
prayer,40
9,40
complet,40
america,40
80,40
humanitarian,40
st,40
thought,40
god,40
concern,30
mexican,30
north,30
wait,30
venu,20
burn,20
wit,20
violenc,20
becaus,20
gang,20
venustiano,20
still,20
put,20
mexicoc,20
impact,20
footbal,20
death,20
pray,20
tt,20
total,20
vulner,20
soccer,20
latina,20
auditorio,20
belch,20
rise,20
stop,20
initi,20
15,20
band,20
flint,20
nov,20
day,20
itza,20
chichen,20
school,20
magic,20
incred,20
62,20
nacion,20
fashion,20
view,20
old,20
700,20
back,20
19,20
intern,20
773,20
follow,20
sport,20
mexicoquak,20
carranza,20
abc,20
feder,20
princess,20
deadli,20
7,20
toll,20
popocatepetl,20
onli,20
mexicoearthquak,20
outburst,20
peaceofmind,20
drink,20
post,20
never,20
305,20
templ,20
water,20
fonatur,20
believ,20
invas,20
jorg,20
empir,20
22,20
oh,20
museum,20
erotica25,20
jail,20
froyi,20
festiv,20
airport,20
place,20
neighbor,20
corrupt,20
preach,20
homero,20
heart,20
taco,20
twin,20
en,20
concer,20
messag,20
sacr,20
68,20
import,20
tomorrow,20
naturaldisast,20
instagram,20
guess,20
much,20
liber,20
everyday,20
next,20
jess,20
live,20
magnitud,20
time,20
recent,20
israel,20
liverpool,20
ortiz,20
fr,20
hear,20
struck,20
greatli,20
10,20
multi,20
novemb,20
chicago,20
us,20
nearbi,20
street,20
elimin,20
report,20
stori,20
mx,20
anyon,20
gather,20
close,20
dure,20
unscath,20
accept,20
septemb,20
heartbreak,20
door,20
trip,20
sever,20
cenapr,20
issu,20
let,20
tough,20
travel,20
garay,20
1,20
book,20
outsid,20
u,20
distrito,20
life,20
play,20
attend,20
ye,20
ela,20
whi,20
voic,20
reflect,20
town,20
homili,20
plan,20
goliad,20
weekend,20
kid,20
break,20
born,20
galleri,20
tweet,20
layov,20
clean,20
11,20
wing,20
aridji,20
latest,20
good,10
verifi,10
experi,10
request,10
page,10
authent,10
sinc,10
afternoon,10
dine,10
right,10
may,10
facebook,10
