mexico,980
citi,930
earthquak,630
peopl,540
ha,540
thi,530
52,520
frida,500
collaps,500
build,490
found,490
due,490
rescu,140
help,110
effort,100
incred,90
lend,90
come,90
pictur,90
togeth,90
victim,80
devast,80
love,80
everyon,80
thought,60
rubbl,50
via,50
mexicoearthquak,50
mexicoquak,50
pray,40
send,40
report,40
pleas,40
search,40
school,30
trap,30
readi,30
dure,30
heartbreak,30
dog,30
time,30
latest,30
go,20
impact,20
save,20
hope,20
watch,20
donat,20
girl,20
mexicoc,20
live,20
launch,20
mexicocityearthquak,20
say,20
need,20
seismic,20
mexican,10
celebr,10
bestrong,10
affect,10
still,10
children,10
thank,10
la,10
sorri,10
activ,10
eager,10
spread,10
mend,10
puerto,10
might,10
get,10
fals,10
safe,10
passeng,10
nation,10
prayformexico,10
world,10
haiti,10
one,10
somewher,10
die,10
team,10
updat,10
born,10
273,10
pacoima,10
canada,10
friend,10
caribbean,10
rep,10
find,10
track,10
7,10
punta,10
wa,10
bc,10
x,10
news,10
post,10
survivor,10
surround,10
ministri,10
ndp,10
confus,10
magnitud,10
counti,10
ci,10
scene,10
rview,10
area,10
cana,10
upgrad,10
fast,10
stori,10
way,10
earlywarningsystem,10
ecuador,10
shawn,10
mexicoestadepi,10
wake,10
quak,10
known,10
account,10
word,10
look,10
dom,10
fli,10
near,10
today,10
san,10
creat,10
site,10
hurricanemaria,10
happen,10
anoth,10
juan,10
detail,10
1,10
also,10
recoveri,10
interior,10
destroy,10
queenm,10
okay,10
deploy,10
may,10
effect,10
stay,10
beauti,10
countri,10
rico,10
amp,10
amid,10
proud,10
well,10
