mexico,970
citi,820
earthquak,540
build,250
donat,170
effort,170
100,150
000,150
relief,150
1,120
magnitud,110
quak,100
new,90
peopl,90
rescu,90
thi,90
amp,80
6,80
frida,80
ha,80
hundr,80
hit,70
inspect,70
stricken,70
thousand,70
rush,70
architect,70
engin,70
collaps,70
help,60
deepli,60
16,60
devast,60
strike,60
dure,60
southern,60
move,50
protest,50
ceremoni,50
smith,50
sway,50
octob,50
fist,50
carlo,50
rais,50
silent,50
john,50
tommi,50
befor,50
1968,50
medal,50
code,40
mexican,40
save,40
disast,40
found,40
natur,40
home,40
52,40
wa,40
pleas,40
damag,40
due,40
live,40
2,40
worker,40
meet,40
everyon,40
prayer,40
dog,40
time,40
world,30
23,30
pray,30
hope,30
best,30
uneven,30
york,30
although,30
sept,30
among,30
via,30
rank,30
flaw,30
2017,30
sound,30
histori,30
pictur,30
enforc,30
whi,30
alert,30
embrac,30
seismic,30
thought,30
mustread,20
much,20
sorri,20
show,20
lake,20
send,20
rico,20
saldremo,20
puerto,20
read,20
like,20
incred,20
oaxaca,20
trap,20
yorker,20
team,20
photograph,20
love,20
hour,20
realli,20
significantli,20
year,20
happen,20
ancient,20
7,20
power,20
m7,20
x,20
news,20
come,20
care,20
box,20
region,20
60,20
post,20
osfarg,20
adelant,20
lakeb,20
least,20
today,20
ago,20
hi,20
togeth,20
8,20
look,20
near,20
heart,20
okay,20
lend,20
solidario,20
fact,20
affect,20
essay,10
kicker,10
less,10
month,10
report,10
go,10
follow,10
suffer,10
texa,10
phenomenon,10
locat,10
monitor,10
crew,10
onc,10
struck,10
take,10
xico,10
around,10
stay,10
por,10
rock,10
folk,10
break,10
second,10
venustiano,10
morelo,10
day,10
chiapa,10
resid,10
l,10
bad,10
mexicoearthquak,10
luck,10
canelo,10
nfl,10
old,10
play,10
see,10
video,10
forefront,10
carranza,10
safeti,10
develop,10
thank,10
content,10
3,10
wors,10
experi,10
rocki,10
felt,10
gener,10
jelli,10
poignant,10
ask,10
strong,10
shot,10
diego,10
daughter,10
district,10
survivor,10
garment,10
commun,10
florida,10
confisc,10
mx,10
airport,10
orando,10
gpwx,10
uncertainti,10
user,10
everi,10
major,10
volunt,10
m6,10
tuesday,10
independ,10
itsmo,10
one,10
shambl,10
bizarr,10
respect,10
ring,10
total,10
use,10
1985,10
terribl,10
happi,10
player,10
heartbreak,10
fire,10
kitchen,10
amplifi,10
forward,10
heat,10
ok,10
aid,10
also,10
peril,10
17,10
hous,10
isra,10
la,10
prepar,10
work,10
intern,10
bed,10
planet,10
unusu,10
friend,10
verificado19,10
benefit,10
would,10
puebla,10
alleg,10
say,10
ruin,10
surround,10
df,10
limit,10
check,10
tlalpan,10
built,10
thing,10
polic,10
anoth,10
make,10
everyday,10
far,10
need,10
big,10
deadli,10
panic,10
area,10
tlaxcala,10
safe,10
earlier,10
geolog,10
hurt,10
man,10
zealand,10
bar,10
estamo,10
lose,10
stronger,10
destruct,10
face,10
aftershock,10
fresh,10
left,10
