,date,HASHTAG,count_hashtag
837,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT', 'NEWS', 'HUAWEI', 'REUTERS', 'PANDA', 'RFI', 'RT', 'SINA', 'TVB', 'CCTV', 'UN', 'WORLDNEWS', 'WTO', 'GOOGLE', 'ZTE', '一带一路', '厉害了', '中国制造2025', '美中贸易战', '新唐人', '新华社', 'WTO']",34
839,2018-07-30,['砸锅'],1
840,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
841,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
842,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
843,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
844,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
845,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
846,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', '沈梦雨', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT']",14
847,2018-07-30,"['METOO反性侵运动浩浩荡荡', '俺也一样']",2
848,2018-07-30,"['性侵害', '性骚扰', 'METOOCHINA']",3
849,2018-07-30,['METOOCHINA'],1
850,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT', 'NEWS', 'HUAWEI', 'REUTERS', 'PANDA', 'RFI', 'RT', 'SINA', 'TVB', 'CCTV', 'UN', 'WORLDNEWS', 'WTO', 'GOOGLE', 'ZTE', '一带一路', '厉害了', '中国制造2025', '美中贸易战', '新唐人', '新华社', 'WTO']",34
851,2018-07-30,['METOOCHINA'],1
853,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT', 'NEWS', 'HUAWEI', 'REUTERS', 'PANDA', 'RFI', 'RT', 'SINA', 'TVB', 'CCTV', 'UN', 'WORLDNEWS', 'WTO', 'GOOGLE', 'ZTE', '一带一路', '厉害了', '中国制造2025', '美中贸易战', '新唐人', '新华社', 'WTO']",34
854,2018-07-30,"['METOOCHINA', '女强人', '姐姐妹妹站起来']",3
855,2018-07-30,['自由主义'],1
856,2018-07-30,"['CHINA', '中国', '泛亚', 'XIJINPING', '董瑶琼', '岳昕', 'ABC', 'AFP', 'TRUMP', 'BBC', 'CNN', 'FOXNEWSUS', 'FT', 'NEWS', 'HUAWEI', 'REUTERS', 'PANDA', 'RFI', 'RT', 'SINA', 'TVB', 'CCTV', 'UN', 'WORLDNEWS', 'WTO', 'GOOGLE', 'ZTE', '一带一路', '厉害了', '中国制造2025', '美中贸易战', '新唐人', '新华社', 'WTO']",34
872,2018-07-29,['METOOMATTERS'],1
875,2018-07-29,['迷笛'],1
878,2018-07-29,"['女强人', 'METOOCHINA']",2
880,2018-07-29,['METOOINCHINA'],1
885,2018-07-29,"['女生说是强奸就是强奸啊', '辖区员警为何不相信女生店员想要强奸她', '无所不在的厌女文化', '父权遗毒']",4
886,2018-07-29,"['老婆比我多看一眼', '我也看了两眼']",2
887,2018-07-29,['不寻常国度'],1
889,2018-07-29,['METOO是以ME出发'],1
892,2018-07-29,"['程序正义', '无罪推定']",2
897,2018-07-29,['郭强奸'],1
904,2018-07-29,['METOOINCHINA'],1
908,2018-07-29,"['老子也是', '俺也这样', '凑他妈老子也是']",3
914,2018-07-29,"['CHINA', '中国', '泛亚', 'XIJINPING', 'TAIWAN', 'ABC', 'AFP', 'BBC', 'CNN', 'FT', 'GOOGLE', 'NEWS', 'POWERTV', 'ZTE', 'TVB', 'REUTERS', '佳士', '拼多多', 'XIJINPING', 'BREAKING', 'ABOLUOWANG', 'GOOGLE', 'BAIDU', 'SHOWTIME', 'WORLDNEWS']",25
915,2018-07-29,"['CHINA', '中国', '泛亚', 'XIJINPING', 'TAIWAN', 'ABC', 'AFP', 'BBC', 'CNN', 'FT', 'GOOGLE', 'NEWS', 'POWERTV', 'ZTE', 'TVB', 'REUTERS', '佳士', '拼多多', 'XIJINPING', 'BREAKING', 'ABOLUOWANG', 'GOOGLE', 'BAIDU', 'SHOWTIME', 'WORLDNEWS']",25
916,2018-07-29,"['CHINA', '中国', '泛亚', 'XIJINPING', 'TAIWAN', 'ABC', 'AFP', 'BBC', 'CNN', 'FT', 'GOOGLE', 'NEWS', 'POWERTV', 'ZTE', 'TVB', 'REUTERS', '佳士', '拼多多', 'XIJINPING', 'BREAKING', 'ABOLUOWANG', 'GOOGLE', 'BAIDU', 'SHOWTIME', 'WORLDNEWS']",25
918,2018-07-28,['METOOINCHINA'],1
925,2018-07-28,['孙金昱'],1
926,2018-07-28,['METOOCHINA'],1
929,2018-07-28,['我不知道'],1
938,2018-07-28,"['豆瓣', '米兔']",2
941,2018-07-28,['看乐子'],1
944,2018-07-28,"['陪酒', '陪睡上百次', '潜规则', '张紫妍', '流星花园', '性侵', '性朝贡']",7
972,2018-07-28,['METOOMATTERS'],1
977,2018-07-28,['一个看法'],1
990,2018-07-28,"['张紫妍', '韩国', 'SOUTHKOREA', 'JANGJAYEON', '장자연']",5
991,2018-07-27,"['中国米兔', '俺也是', '老子也是']",3
992,2018-07-27,"['老子也是', '俺也这样']",2
994,2018-07-27,['METOOMATTERS'],1
999,2018-07-27,"['IT八卦', '疫苗']",2
1000,2018-07-27,['女权即人权'],1
1006,2018-07-27,['METOOCHINA'],1
1017,2018-07-27,"['米兔', '朱军', '性侵']",3
1027,2018-07-27,"['外流', '强奸', '强奸犯', '强奸罪', '性侵犯', '法学家', '赵秉志']",7
1034,2018-07-27,"['中国', '中国', 'CHINA', '羽球', '张伟', '张伟']",6
1035,2018-07-27,['METOOCHINA'],1
1036,2018-07-27,"['俺也一样', '老子也是']",2
1037,2018-07-27,"['朱军', '张冕', '沙叶新', '香港', '村上春树', '中国新闻', '段友儒', '明镜火拍']",8
1038,2018-07-27,"['韩国', 'SOUTHKOREA', '张紫妍', 'JANGJAYEON', '장자연']",5
1048,2018-07-27,['我也是'],1
1050,2018-07-27,"['沙叶新', '香港', '中国新闻', '段友儒', '明镜火拍']",5
1057,2018-07-27,['METOOCHINA'],1
1060,2018-07-27,['METOOMATTERS'],1
1062,2018-07-26,"['METOOCHINA', 'METOO微博封了我转发许可权']",2
1067,2018-07-26,['METOOCHINA'],1
1070,2018-07-26,['占领华尔街运动'],1
1071,2018-07-26,"['中国METOO', 'METOOCHINA']",2
1074,2018-07-26,['米兔'],1
1075,2018-07-26,['METOOCHINA'],1
1077,2018-07-26,['METOOCHINA'],1
1078,2018-07-26,['METOOCHINA'],1
1079,2018-07-26,"['CHINA', 'HUMANRIGHTS', 'CENSORSHIP']",3
1080,2018-07-26,"['我也是', '性侵案']",2
1081,2018-07-26,['经济犯郭文贵'],1
1088,2018-07-26,"['我也是', '性侵案']",2
1089,2018-07-26,"['我也是', '性侵案']",2
1091,2018-07-26,['疫苗危机'],1
1104,2018-07-26,"['韭菜漫画', '米兔', 'METOOCHINA']",3
1105,2018-07-26,['WEIBO'],1
1108,2018-07-26,"['疫苗', '健忘是这个民族最大的优点']",2
1112,2018-07-26,"['五毛党', '魔教', '假疫苗']",3
1118,2018-07-26,['中国'],1
1119,2018-07-26,['赵秉志'],1
1121,2018-07-26,['METOOCHINA'],1
1131,2018-07-26,"['METOOCHINA', '米兔']",2
1144,2018-07-25,['METOOMATTERS'],1
1148,2018-07-25,['朱军'],1
1152,2018-07-25,"['阴谋论', '毒疫苗', '贸易战与经济和金融危机关注']",3
1154,2018-07-25,['朱军'],1
1159,2018-07-25,"['朱军', '性侵', '疫苗事件']",3
1164,2018-07-25,"['朱军', '疫苗事件', '疫苗', '今天的我居然还是共产主义好青年']",4
1173,2018-07-25,"['公益圈ME', '面对性侵不该沉默']",2
1178,2018-07-25,['砸锅'],1
1180,2018-07-25,['蒋方舟'],1
1184,2018-07-25,['朱军'],1
1185,2018-07-25,['朱军'],1
1194,2018-07-25,['章文'],1
1210,2018-07-24,['CHINA'],1
1215,2018-07-23,"['校园性侵', '职场性侵']",2
1218,2018-07-23,"['METOOINCHINA', '声援']",2
1221,2018-07-22,"['KIMEUNHEE', '南韩', 'SOUTHKOREA']",3
1226,2018-07-21,"['SOUTHKOREA', '韩国']",2
1242,2018-07-17,['哈维韦斯坦'],1
1249,2018-07-14,['我也是'],1
1253,2018-07-12,['强国'],1
1255,2018-07-11,"['CENSORED', 'CHINA', 'SEXSCANDAL']",3
1258,2018-07-10,"['BONJOURLESAMIS', 'CIAOAMICI', 'BOMDIAAMIGOS', 'GOODMORNINGFRIENDS', '早上好', 'صباح', 'おはようございます', 'STOPHARASSEMENT']",8
1260,2018-07-10,['CENSORED'],1
1271,2018-07-01,['ＭETOO'],1
1272,2018-07-01,"['AV', '性骚', 'STU48', '森香穗', 'もりかほ', 'かほたる']",6
1273,2018-07-01,"['倪立贤', '博爱潮语浸信会东头堂', '性别公义事工']",3
1274,2018-07-01,"['OKUMANAMI', 'IWEEKLY']",2
1275,2018-06-30,['CHINA'],1
1276,2018-06-30,['CHURCHTOO'],1
1277,2018-06-30,['CHURCHTOO'],1
1278,2018-06-29,['OSCARSSOWHITE'],1
1280,2018-06-29,"['性侵', '韩国', 'SOUTHKOREA', '张紫妍', 'JANGJAYEON', '장자연']",6
1281,2018-06-27,"['HARVEYWEINSTEIN', 'GIUSEPPECIPRIANI']",2
1282,2018-06-27,['黎明'],1
1287,2018-06-25,['YESALLMEN'],1
1292,2018-06-24,"['成人片', 'NIKKIBENZ', 'RAMONNOMAR', '性侵', '体位', '色情', 'HARDCORE']",7
1293,2018-06-23,"['博爱潮语浸信会东头堂', '倪立贀', 'CHURCHTOO']",3
1294,2018-06-23,"['倪立贀', '博爱潮语浸信会东头堂', 'CHURCHTOO']",3
1298,2018-06-22,['女权之声'],1
1299,2018-06-22,"['性侵', '恐吓', '曹在显', '韩国', 'SOUTHKOREA', '조재현']",6
1301,2018-06-21,['女权之声'],1
1303,2018-06-20,"['曹在显', '韩国', 'SOUTHKOREA', '조재현']",4
1306,2018-06-19,"['LUCYHALE', 'IWEEKLY', 'I周刊']",3
1307,2018-06-19,['找到事实'],1
1308,2018-06-19,['TIMESUP'],1
1309,2018-06-18,['USA'],1
1311,2018-06-17,"['性别', '负评', '污告']",3
1312,2018-06-16,"['中国', '中囯', 'CHINA', '梁羽生文学奖', '林奕含', '房思琪的初恋乐园', '房思琪的初恋乐园']",7
1313,2018-06-16,['红鸨特工'],1
1314,2018-06-16,"['空知英秋', 'GINTAMA', '银魂']",3
1315,2018-06-16,['MGTOW'],1
1320,2018-06-14,"['席维斯史特龙', '强暴', 'SYLVESTERSTALLONE', 'STALLONE', 'RAPE']",5
1321,2018-06-13,['为那些不能发声的孩子发声'],1
1329,2018-06-09,"['美国小姐', '百度', '传播色情', '物化女性']",4
1330,2018-06-09,"['有屌真好', '去你的生女儿最好', '去你的不知道什么是父权红利', '去你的台湾女权过高', '父权烂渣巨婴废物不分男女全都该死']",5
1331,2018-06-07,"['新唐人亚太台MOD320频道与您相见', '国际NTD', '美国小姐', '选美', '泳装']",5
1332,2018-06-07,"['有屌真好', '玻璃睾丸易碎品', '去你的生女儿最好', '去你的不知道什么是父权红利', '去你的台湾女权过高', '父权烂渣巨婴废物不分男女全都该死']",6
1335,2018-06-07,"['跨性关系', '无性恋', '虐待', '性侵', '幸存者']",5
1338,2018-06-05,"['色新闻', '比基尼', '女权', '美国小姐']",4
1339,2018-06-05,"['HOLLYWOOD', 'HARVEYWEINSTEIN']",2
1344,2018-06-04,['砸锅'],1
1346,2018-06-03,['我要讨厌你五分钟'],1
1350,2018-05-31,['西诺起诉'],1
1351,2018-05-31,['砸锅'],1
1352,2018-05-31,"['砸锅', '西诺控诉']",2
1354,2018-05-31,"['一级秘密', 'TOPSECRET', 'TST', '庚河', 'JSLCOMPANY', '경하', 'KYEONGHA']",7
1358,2018-05-26,"['米兔', 'COME']",2
1360,2018-05-25,['HARVEYWEINSTEIN'],1
1362,2018-05-25,"['好莱坞罪恶之都', 'WEINSTEIN']",2
1363,2018-05-25,['韦恩斯坦'],1
1365,2018-05-25,['MORGANFREEMAN'],1
1367,2018-05-25,['WEINSTEIN'],1
1370,2018-05-25,"['摩根佛利曼', 'MORGANFREEMAN', 'METOOMOVEMENT', '性骚']",4
1371,2018-05-24,['MORGANFREEMAN'],1
1374,2018-05-24,['苏话说'],1
1380,2018-05-23,['我也是'],1
1381,2018-05-23,['CHINA'],1
1387,2018-05-21,"['SUZY', '秀智', '杨艺媛事件']",3
1388,2018-05-20,['郭文贵末日'],1
1389,2018-05-19,"['卢贝松', 'DIRECTOR', 'LUCBESSON']",3
1390,2018-05-19,['LUCBESSON'],1
1396,2018-05-16,"['이서원', '李瑞元', '李曙原', 'LEESEOWON', 'SEXUALHARASSMENT']",5
1397,2018-05-16,"['韩国', 'SOUTHKOREA', '与神同行', '신과함께', 'ALONGWITHTHEGODS', '吴达秀', '吴达洙', '오달수']",8
1400,2018-05-13,['胶事录特约转载'],1
1405,2018-05-11,['EUROVISION'],1
1407,2018-05-11,['柿子拣软的捏'],1
1408,2018-05-11,['郭文贵'],1
1409,2018-05-11,['郭文贵'],1
1410,2018-05-11,['郭文贵'],1
1411,2018-05-11,['郭文贵'],1
1412,2018-05-11,['郭文贵'],1
1413,2018-05-10,['胶事录特约转载'],1
1417,2018-05-10,['变态始终是变态'],1
1418,2018-05-10,['郭文贵'],1
1420,2018-05-09,"['ME', 'SUPERJUNIOR', 'SJ', '墨西哥', 'MEXICO', '利特', '이특', 'LEETEUK', '始源', 'SIWON', '시원']",11
1424,2018-05-08,['我也是'],1
1426,2018-05-08,"['吕丽瑶', '非礼', '性侵犯', '刑事罪行条例', '闭门聆讯']",5
1427,2018-05-07,['司法界丑闻'],1
1430,2018-05-05,"['诺贝尔奖', 'NOBELPRIZE', 'NOBEL']",3
1431,2018-05-04,['性骚扰'],1
1434,2018-05-04,['郭文贵'],1
1438,2018-05-04,"['903格', '阅读格', '诺贝尔文学奖', 'JEANCLAUDEARNAULT', 'FROSTENSON']",5
1439,2018-05-04,['WOO'],1
1446,2018-05-01,"['韩国', '碧蓝航线']",2
1452,2018-04-29,"['性侵', '沈阳', '北大', '南大', '岳昕', '区块链', '虚拟货币']",7
1456,2018-04-28,['本周热读'],1
1458,2018-04-27,['METOO运动领袖'],1
1466,2018-04-27,['苹果日报'],1
1467,2018-04-27,"['女力爆发', '演唱会', 'YOURSTORY', '有冲撞区吗']",4
1468,2018-04-27,"['BILLCOSBY', 'ANDREACONSTAND', 'COSBYGUILTY']",3
1469,2018-04-26,"['比尔寇斯比', 'GUILTY']",2
1471,2018-04-26,['NOTMYANNIVERSARY'],1
1472,2018-04-26,"['IU', 'MYMISTER', '我的大叔']",3
1475,2018-04-26,"['米兔', 'BILLCOSBY']",2
1479,2018-04-26,"['林奕含', '房思琪的初恋乐园']",2
1482,2018-04-25,['CHINA'],1
1484,2018-04-25,"['立法原意', '台湾旅行法', '排华法案', 'MAGA', 'BLACKLIVESMATTER']",5
1489,2018-04-25,"['YUEXIN', '岳昕', 'PKU']",3
1493,2018-04-25,['METOO在日本'],1
1498,2018-04-24,['FB'],1
1503,2018-04-24,"['北京大学', '岳昕', 'PEKING']",3
1511,2018-04-22,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDA']",10
1512,2018-04-22,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1513,2018-04-22,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1514,2018-04-22,['WETOO'],1
1515,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1516,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1517,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1519,2018-04-21,['砸锅'],1
1522,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1523,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1524,2018-04-21,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1525,2018-04-20,"['励馨基金会', 'METOO大游行', '颜力妃', 'ASIAN', 'ASIANGIRL', 'ASIANSTAR']",6
1527,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1528,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1529,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4']",9
1532,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURS']",10
1533,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAY']",10
1534,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1536,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1537,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1538,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1539,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1540,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1541,2018-04-20,"['习近平', '彭丽媛', '泛亚', '云南', 'NOTEARSFORARIANA', 'HAPPYEVERAFTER', 'あなたに适合した武器', 'HEATWAVE', 'FILMSTRUCK4', 'THURSDAYTHOUGHTS']",10
1542,2018-04-20,"['李俞英', '이유영', '金柱赫', 'LEEYOOYOUNG', '김주혁', 'MARIONETTE']",6
